Sentiment,cleaned_text
neutral,order includes 48 ship crane delivered 12 container feeder built wenchong shipyard china .
neutral,order value eur 6.9 mn consists design service hardware software licence .
neutral,order also include highpower drive control seismic compressor .
neutral,order 26 machineroomless kone monospace elevator would installed 2006 .
neutral,oulu plant employ approximately 120 people .
neutral,percentage share voting right calculated proportion total number share registered trade register total number voting right related .
neutral,pershare subscription price share subscribed option right eur 1.35 .
neutral,polish business employ 1000 people net sale eur 70mn 2007 .
neutral,portfolio comprises 118000 m2 leasable space vacancy rate roughly 5 % let around 140 tenant two largest swedish government ericsson .
neutral,proposal shareholder elect mr. hannu krogerus board based long unrivalled experience knowledge matter related elcoteq .
neutral,remainder revenue come technology agreement firm interdigital said .
neutral,remaining amount funded debt danish bank said .
neutral,reorganisation carried transferring hkscan corporation productionrelated property plant equipment finland well holding subsidiary associate hkscan finland oy holding company wholly owned hkscan corporation .
neutral,report contains category level company brand share well distribution share information 2007 2008 .
neutral,segment company operates frozen food business seafood vegetable oil business grain trading business operation .
neutral,selling consortium includes fund managed oko bank venture capital unit bio fund management finnish industry investment governmentowned investment group .
neutral,solution installed usa support north american operation customer .
neutral,stockmann department store total floor space 8000 square metre stockmann investment project price tag eur 12 million .
neutral,study expected start 2008 .
neutral,tank delivered company currently building chemical tank farm antwerp northern belgium .
neutral,term transaction remained undisclosed .
neutral,total capacity factory approximately 100 engine year .
neutral,total floor area plant expansion 29000 square metre .
neutral,total investment 2006 2007 expected amount eur75m .
neutral,total investment project approximately eur 36m .
neutral,total value contract eur 8 million .
neutral,total value two contract eur 21 million .
neutral,transaction planned financed eur40m marketbased loan granted standard chartered bank hong kong .
neutral,transaction value cad 15 million approximately eur 10 million .
neutral,unit client mainly field specialist convenience good well textile shoe furniture business .
neutral,value contract eur 27mn .
neutral,value contract eur1 .0 m. poyry headquartered vantaa finland provides consulting engineering service energy forestry infrastructure environment sector .
neutral,value contract eur 25mn .
neutral,value contract total usd12m .
neutral,value contract eur 3.3 mn .
neutral,value deal disclosed .
neutral,value deal disclosed .
neutral,value multiyear agreement eur 2mn year .
neutral,value threeyear contract estimated eur40m .
neutral,value kind order amount usually euro 2 3 million .
neutral,webmarela application handle invitation quote quote comparison agreement purchase invoice inspection inventory management delivery .
neutral,work include laying natural stone pavement installation underground heating surface water drainage system .
neutral,previous share subscription 2004 stock option .
neutral,new unit built cargotec state art manufacturing facility san antonio texas usa started operation 2009 .
neutral,could u time said .
neutral,wood lacquered clock come stripy handcrocheted cover .
neutral,see slide show newest product release fiskars .
neutral,total value contract eur 10mn .
neutral,tulikivi manufacture heatretaining soapstone ceramic fireplace well natural stone product utility ceramic .
neutral,tyrvinen opinion airline repeating time already however .
neutral,agreement larox transfer 10 employee within engineering documentation related delivery project product maintenance finland etteplan january 1 2007 .
neutral,transaction agreement metsaliitto purchase 24.7 % metsabotnia share upm 3 % mreal .
neutral,unit price straddle carrier vary eur700 000 eur900 000 company added .
neutral,upmkymmene said indicated interest domestic consolidation .
neutral,valmet automotive report net sale eur 85mn operating profit eur 8mn .
neutral,veidekke headquartered oslo norway scandinavian construction property development group 6350 employee norway sweden denmark annual turnover nok16 .4 bn .
neutral,subscribe magazine
neutral,vianor sell tire car truck well range car part provides maintenance service .
neutral,new arrangement customer responsibility become mainly regional .
neutral,acquisition wireless modem unit approximately 1100 employee transferred renesas electronics corporation .
negative,third quarter fiscal 2008 efore swung net loss eur 400000 versus net profit eur 200000 corresponding period fiscal 2007 .
negative,konecranes oyj kcr1v fh fell 5.5 percent 20.51 euro biggest fall since june .
negative,operating loss totaled eur 25mn compared profit eur 63mn corresponding period 2005 .
negative,production level agreed producer long time ago fall consumption lead loss .
negative,return investment roi 4.1 % compared 43.8 % first half 2008 .
negative,total 16.5 mn passenger ship journey took place northern baltic sea 2007 slightly 16.5 mn 2006 .
negative,finnish medium group talentum issued profit warning .
negative,finnish shipping company finnlines pretax loss totalled eur 6.5 mn third quarter 2009 compared profit eur 0.3 mn third quarter 2008 .
negative,finland city forssa said pay compensation food industry company hk ruokatalo atrium lye leak tap water occurred march 2008 .
negative,acando ab acanb s fell 8.9 percent 13.35 kronor lowest close since dec. 11 .
negative,according ceo matti perkonoja parent company hkscan company performance first quarter 2010 remained clearly level corresponding period 2009 .
negative,diluted earnings per share eps stood eur 0.25 versus eur 0.42 .
negative,finnish automation solution developer cencorp corporation omx helsinki cnc1v issued thursday 18 september profit warning third quarter 2008 .
negative,finnish communication electronics component supplier scanfil oyj tuesday said sale first half 2006 15 % lower period year ago .
negative,finnish technology company raute corporation omx helsinki rutav issued tuesday 23 september profit warning financial year 2008 .
negative,q1 2009 company operating loss totalled eur 0.3 mn compared profit eur 3.6 mn q1 2008 .
negative,last year 8.3 million passenger flew airline 4 percent 2007 .
negative,loss financial item totalled eur 9.7 mn compared profit eur 1.3 mn corresponding period 2008 .
negative,loss period totalled eur 15.6 mn compared profit eur 6.3 mn 2008 .
negative,operating loss amounted eur 0.9 mn first half 2006 compared profit eur 0.5 mn first half 2005 .
negative,operating loss pulp paper machinery unit eur 3mn september 2007 august 2008 compared profit eur 3.7 mn year earlier .
negative,operating loss totaled eur 0.3 mn compared profit eur 2.2 mn corresponding period 2007 .
negative,operating loss totaled eur 0.8 mn compared profit eur 0.5 mn .
negative,operating loss totalled eur 12.7 mn compared profit eur 17.7 mn first half 2008 .
negative,operating loss totalled eur 4.0 mn compared profit eur 8.6 mn second quarter 2008 .
negative,operating loss totalled eur 5.2 mn compared loss eur 3.4 mn corresponding period 20082009 .
negative,pretax loss totaled eur 117mn compared loss eur 65mn corresponding period .
negative,pretax loss totalled eur 162.3 mn compared profit eur 253.5 mn 2007 .
negative,pretax loss totalled eur 49.9 mn compared loss eur 15.4 mn corresponding period 2008 .
negative,publishing sweden operating loss eur 1.1 mn q1 2009 compared profit eur 0.6 mn year ago .
negative,company reported today operating loss eur0 .1 net sale eur4 .5 first quarter 2008 .
negative,cerberus capital management lpbacked printing paper maker newpage corp. posted mixed secondquarter result casting cloud planned initial public offering .
negative,finnish electronics manufacturing service em company elcoteq se posted net loss 66.4 mln euro $91.2 mln first half 2007 compared net profit 7.1 mln euro $9.8 mln period 2006 .
negative,finnish laboratory liquid handling diagnostic test system developer biohit oyj omx helsinki biobv issued tuesday 3 june profit warning financial year 2008 .
negative,finnish retail software developer aldata solution oyj reported net loss 11.7 mln euro $17.2 mln 2007 versus net profit 2.5 mln euro $3.7 mln 2006 .
negative,finnish textile clothing group marimekko oyj posted net profit 7.99 mln euro $10.4 mln 2006 compared 8.4 mln euro $10.9 mln 2005 .
negative,januaryjune 2010 diluted loss per share stood eur0 .3 versus eur0 .1 first half 2009 .
negative,october upm reported thirdquarter net loss euro86 million $110 million compared net profit euro120 million 2007 .
negative,operating loss amounted eur 0.7 mn compared profit eur 0.8 mn second quarter 2005 .
negative,operating loss nonrecurring item eur 0.9 mn compared profit eur 11.5 mn 2008 .
negative,operating profit margin 8.3 % compared 11.8 % year earlier .
negative,operating profit eur 1.6 mn 2005 compared eur 5.9 mn 2004 .
negative,operating result showed loss eur 2.9 mn year showed profit eur 0.6 mn .
negative,salcomp oyj finnish maker mobile phone charger monday posted eur1 .49 million loss second quarter compared 1.70 million profit period previous year .
negative,scanfil also issued profit warning .
negative,scanfil issued profit warning 10 april 2006 .
negative,operating loss amounted eur 0.8 mn compared profit eur 3.9 mn year earlier .
negative,real estate company posted net loss x201a 59.3 million x201a 0.21 per share compared net profit x201a 31 million x201a 0.11 per share corresponding quarter 2007 .
negative,tietoenator 1.13 pct 18.38 extending recent low last week secondquarter report dealer said .
positive,operating profit excluding restructuring cost grew eur 44.5 million eur 31.7 million operating profit including restructuring cost showed even larger growth eur 38.5 million eur 7.4 million .
positive,china based operation enable u fully leverage resource expertise wireless solution also strengthen capability offer industryleading product customer china .
positive,cost cutting measure produced around eur70m saving past nine month dampened airline loss finnair said .
positive,consolidated operating profit excluding oneoff item eur 30.6 mn eur 29.6 mn year earlier .
positive,ebit excluding nonrecurring item estimated increase 2009 .
positive,operating profit excluding nonrecurring item increased 27 % eur 81.9 mn eur 64.4 mn corresponding period 2008 .
positive,cash flow business operation totalled eur 0.4 mn compared negative eur 15.5 mn first half 2008 .
positive,cash flow operation totalled eur 2.71 mn compared negative eur 0.83 mn corresponding period 2008 .
positive,cash flow operation totalled eur 7.4 mn compared negative eur 68.6 mn second quarter 2008 .
positive,ebit excluding nonrecurring item totalled eur 67.8 mn eur 38.1 mn .
positive,finnish energy company fortum oyj said november 13 2007 granted environmental permit build biofuelfired combined heat power chp plant vartan harbor eastern stockholm .
positive,nokia 0.12 pct 16.70 eur kicking morning negative territory .
positive,return investment 5.0 % compared negative 4.1 % 2009 .
positive,thus method cut working cost fasten planning building process .
neutral,copying republication redistribution afx news content including framing similar mean expressly prohibited without prior written consent afx news .
neutral,company reported profit 800000 euro $1.2 mlnon sale varesvuo partner subgroup loss 400000 euro $623000 caused sale program production subsidiary oy filmiteollisuus fine ab .
neutral,extracted filtrate high clarity dried filter cake meet required transport moisture limit tmlsfor ore grade .
neutral,split number k share 9 540 000 number share 26 885 540 .
neutral,established 1987 srv group private finnish construction concern operation finland baltic country russia .
neutral,initial estimated total value contract 250 000 euro excluding vat .
neutral,nokia capcom announced resident evil degeneration released ngage later year .
neutral,ollipekka laine appointed chairman erkki pehulehtonen vice chairman board .
neutral,risk exposure nonlife insurance moving 12month expense function nonlife insurance excluding expense investment management expense service rendered nonlife insurance investment portfolio allocation
neutral,issue came connection discussion local municipality concerning sale water industrial facility .
neutral,purchase price paid cash upon closure transaction scheduled april 1 2009 .
neutral,term condition stock option scheme 2008 available company internet page www.sanoma.com .
neutral,tieto service also used send process receive material related absentee voting .
neutral,trading code eli1v number share 99483 priceshare gratuitous transfer elisa hold total 10435023 share .
neutral,total 1800000 stock option issued 2003 stock option scheme .
neutral,finnish publishing printing group ilkkayhtym introduced staff smoking ban beginning 2007 company three newspaper .
neutral,finnish stockmann group mail order unit hobby hall launched trial marketing campaign russia .
neutral,alpina sport lebanon new hampshire usa based distributor e.g . alpina ski shoe ski exel ski pole start ski wax also peltonen crosscountry ski .
neutral,among scandinavian company present st. petersburg also named swedish concern ncc implement project field asphalt production road housing construction project swedish krona .
neutral,international conference call audio webcast concerning financial result januarymarch 2010 begin 14.00 eet .
neutral,atrium said offer would give swedish company continued ownership control slaughtering cutting operation .
neutral,aug. 17 2010 curbed delivered newstex latest racked covering shopping retail sidewalk .
neutral,bertrand sciard vice chairman board director aldata solution since april 2007 .
neutral,bovine slaughtering cutting kuopio facility transferred kauhajoki slaughterhouse .
neutral,huhtamaki rigid plastic consumer good operation mainly europe separated new reporting segment 1 january 2009 .
neutral,kesko previously published stock exchange release concerning deal 7 february 2007 .
neutral,less ten people face pension agreement .
neutral,mr. kari stadigh carry chairman board mr. matti arteva vicechairman .
neutral,neste oil refinery combined crude oil refining capacity approximately 260000 barrel day .
neutral,new chairman board director mr chaim katzman give presentation answer question .
neutral,panostaja oyj board also decided organisational meeting held upon completion agm implement agm decision concerning board member fee paid share way share transferred quarterly basis date following publication quarterlyannual report .
neutral,rapala fishing frenzy 2009 .
neutral,resident access block planned aleksandri street .
neutral,sanoma announced stock option scheme 2008 19 december 2008 .
neutral,shortterm license game cost little $3 purchasing game outright cost much $10 $15 .
neutral,adjustment concern staff specialty paper fiber composite segment .
neutral,appointment force new ceo appointed .
neutral,authorisation force end next annual general meeting repeal authorisation acquire share given general meeting held april 4 2007 .
neutral,business gross written premium eur152 .4 91.5 2000 net combined ratio 133 % 175 staff total office uk germany benelux .
neutral,chilled meat product category led meat fish poultry market finland accounting share 31.4 % .
neutral,company continuous need alloy nickel ferrochrome molybdenum manganese production said talvivaara .
neutral,contract also includes cutting edging wagon part ruukki steel service centre seinajoki raahe southwestern finland delivered vr welding assembly .
neutral,copying republication redistribution afx news content inculding framing similar mean expressly prohibited without prior written consent afx news .
neutral,cosmetic collection includes eye shadow face powder lip gloss mascara accessory .
neutral,e7 smartphone available rs35 000 per handset across india nokia india vicepresident managing director shivakumar told reporter .
neutral,exercise originated finland early 1930s training method crosscountry skier .
neutral,first phase logistics complex envisages completion 70000 sq logistics premise gatehouse building november 2008 .
neutral,gross area eight house 12167 m2 .
neutral,gross area innova 2 project 10000 sq 107600 sq ft .
neutral,interim report first quarter published may 8 2009 .
neutral,mill raw material need increase 100000 m3 wood .
neutral,negotiation concern personnel cencorp corporation singulase oy whole finland sweden company said .
neutral,negotiation concern plant department producing winded roving employ 10 people .
neutral,new apartment block going close city center explained chairman board yit ehitus priit sauk .
neutral,redesigned crushing circuit operation since start september overall production rate weekly basis excess average 40000 tonne day .
neutral,scheme teliasonera altimo practically identical except involves merger stake vimpelcom kyivstar .
neutral,share subscription period c option commence 1 september 2008 expire 31 march 2011 .
neutral,share subscription period expire 30 september 2007 .
neutral,subscription period amer sport 2002 warrant scheme end 31 december 2007 .
neutral,term condition stock option scheme 2004 available group website .
neutral,transaction included also transfer lease agreement concerning manufacturing premise employment agreement related operation .
neutral,utility also provide service related electricity management hedging trade risk management reporting .
neutral,trying deal slavery different perspective balance story say deramus formerly writer detroit free press detroit news .
neutral,biggest challenge make piece look raw hansen said .
neutral,license agreement nokia corp. part expires april 9 2007 .
neutral,2001 agreement expired earlier month .
neutral,split company would 26885540 series share 9540000 series k share .
neutral,boomeranger boat oy specialises boat building design manufacture sell customised rigid inflatable boat rib primarily baltic sea market .
neutral,currently quarterly applied surcharge differ significantly actual market price .
neutral,filmiteollisuus fine ab transferred talentum oyj form subsidiary .
neutral,helsinki afx salcomp mobile phone charger manufacturer said appointed markku hangasjarvi new ceo following resignation mat eriksson .
neutral,hk ruokatalo produce many turkey product cold cut .
neutral,however broker rating stock differ .
neutral,mursula said tried gather macroeconomic perspective see malaysia .
neutral,niklas skogster employed abb group various position concerning development operation .
neutral,beer differ slightly mainstream beer .
neutral,company operates u.s. division lisle ill. .
neutral,deal cover stockmann auto oy ab sale aftersales service concerning volkswagen audi helsinki espoo vantaa .
neutral,equipment designated bollore africa logistics terminal societe dexploitation du terminal de vridi setv abidjan ivory coast delivery scheduled start march 2010 .
neutral,floor area yliopistonrinne project 7900 sq building gross area total 12800 sq m. total 25.1 % facility let .
neutral,floor area yliopistonrinne project 7900 sq 85030 sq ft building gross area total 12800 sq m. total 25.1 % facility let .
neutral,measure result statutory joint negotiation employee started february concerned operation country .
neutral,product range includes marinated olive cold cut pate example .
neutral,term condition year 2003 stock option scheme published stock exchange release 31 march 2003 .
neutral,action follows personnel negotiation concerning elcoteq se finnish branch elcoteq finland oy elcoteq design center oy .
neutral,unbelievably company make fiskars corporation formed 1649 dutch merchant named peter thorwoste given charter establish blast furnace forging operation small finnish village fiskars .
negative,uncertainty cloud longterm outlook .
negative,20 october 2010 finnish environmental management company lassila tikanoja oyj hel lat1v lt said monday expects operating profit excluding nonrecurring item whole 2010 slightly lower 2009 .
negative,according finnish petrol station chain st1 managing director kim wiio company forced make purchase rising price first half 2008 consumer price going almost daily due competition .
negative,finnair said cancellation flight would cause daily loss x20ac 2.5 million u $3 million .
negative,food sale totalled eur 323.5 mn october 2009 representing decrease 5.5 % october 2008 .
negative,raute reported loss per share eur0 .86 first half 2009 eps eur0 .74 corresponding period 2008 .
negative,move triggered weak demand forestry equipment uncertain market situation .
negative,situation coated magazine printing paper continue weak .
negative,copper lead nickel also dropped ... hbos hbos plummeted 20 % 70.3 penny saying year
negative,strike finnair estimate incur net loss eur2m eur2 .5 per day .
negative,earnings per share eps dropped eur 0.21 eur 0.31 .
negative,finnair passenger load factor measure number sold seat share available seat dropped 1.3 percentage point 76.7 % september .
negative,frost sold share $19 million $6.067 .12 per share compared friday high $11.33 low $10.14 .
negative,glaston net profit third quarter 2007 dropped 2.4 mln euro $3.5 mln 3.5 mln euro $5.1 mln corresponding period 2006 .
negative,lt net profit whole 2010 dropped eur 36 million eur 45 million 2009 .
negative,lassila tikanoja operating profit excluding nonrecurring imputed item second quarter eur11 .3 eur13 .8 year ago .
negative,net cash flow operating activity negative eur 3.1 mn compared eur 23.3 mn corresponding period 2009 .
negative,net cash operating activity negative eur 0.3 mn compared eur 30.9 mn 2009 .
negative,net sale dropped 6 % yearonyear eur 11.9 million .
negative,net sale eaten weak u dollar .
negative,nordic bank already write sizable loan latvia swedbank nordea dnb seb reporting combined loss excess $1.35 billion period 2007 2010 backdrop near economic meltdown latvia .
negative,okmetic expects net sale first half 2009 less 2008 .
negative,operating profit excluding nonrecurring item totaled eur 0.2 mn eur 0.8 mn corresponding period 2006 .
negative,operating profit excluding nonrecurring item totalled eur 1.0 mn eur 1.6 mn .
negative,operating profit excluding nonrecurring item totalled eur 2.2 mn eur 2.7 mn corresponding period 2008 .
negative,operating profit excluding nonrecurring item amounted eur 40.6 mn eur 57.3 mn yearonyear .
negative,operating profit excluding nonrecurring item eur 7.8 million compared eur 11.2 million .
negative,relation city damaged comment mr ashley criticising city investor analyst cry baby .
negative,reported operating margin negative 5.9 % .
negative,swedbank share hardest hit swedish bank ongoing international financial crisis .
negative,currency effect 3.0 pct 20 mln euro $31.3 mln negative impact revenue .
negative,period sale dropped eur 30.6 million eur 38.3 million according interim report released today .
negative,therefore company 2005 result remain weaker 2004 .
negative,vaisala net profit third quarter 2007 dropped 3.0 mln euro $4.3 mln 6.8 mln euro $9.8 mln period 2006 .
negative,implementation program negative impact 2006 2007 earnings mr meiklejohn said .
negative,survey conducted taloustutkimus sampo life show company badly prepared losing key staff member .
negative,agricultural newspaper maaseudun tulevaisuus 318000 reader representing decrease 6 % .
negative,1411 cet arcelormittal lost 7.26 % eur 17.38 euronext paris coming lead bluechip faller .
negative,cash flow operation januarydecember 2008 negative eur 18.1 mn compared eur 39.0 mn corresponding period 2007 .
negative,eps dropped eur0 .2 eur0 .3 .
negative,kone share dropped 4.1 percent x20ac 43 u $55.77 helsinki .
negative,eu commission said earlier fined thyssenkrupp united technology corp otis schindler ag kone oyj total 992.3 mln eur alleged cartel activity lift market going back twelve year .
negative,period sale dropped eur30 .6 eur38 .3 according interim report released today .
negative,yit lodged counter claim neste oil totaling eur25m primarily based work carried contract additional cost incurred due prolongation project .
positive,stable outlook reflects nokia strong market position global mobile handset market strong cash flow generation conservative balance sheet said raab .
positive,financing arrangement enable company ensure line treasury policy sufficient financial instrument disposal potential capital requirement .
positive,efficiency improvement measure 20 january 2010 finnish stationery gift retailer tiimari hel tii1v said today continue improve operational efficiency focusing profitable core operation .
positive,efore result last quarter showed even faster improvement company managed better source component .
positive,technical indicator stock bullish sp give nok positive 4 star 5 buy ranking .
positive,restructuring creates efficient organization increased operational focus stable profitability lead efficient production said bo annvik head specialty stainless .
positive,delighted move say morna cowie coowner double size current shop lovely feel .
positive,long unprofitable period food division posted profitable result speaks healthier cost structure new approach business operation rihko said .
positive,earnings per share higher 0.48 0.37 year ahead market consensus 0.40 eur .
positive,29 september 2010 finnish waste management recycling company lassila tikanoja expands operation russia introducing recently completed recycling plant city dubna near moscow .
neutral,method system controlling hard disk drive using multimediacard physical interface invented marko ahvenainen ruutana finland .
neutral,10000odd square metre plot stockmann bought nevsky center shopping center located nevsky prospect st petersburg high street next vosstaniya square underground station immediate vicinity moscow station .
neutral,typically transmission power level decreased interference noise predefined value .
neutral,sukhraj dulai 2900 block boni sue court culdesac city north side started vehicle went inside house 8 a.m. tuesday leaving garage door open .
neutral,typical enduses include roof structure flooring wall ceiling nonvisible structure vehicle packaging box construction site structure fencing shelter formwork limited number concrete pourings .
negative,tallink silja attribute significant drop problem booking system taken operation october sale trailer ferry sky wind route stockholm riga passenger helsinkistockholm route .
negative,adjustment fall price level contrast less effective .
negative,17 march 2011 goldman sachs estimate negative prospect norwegian mobile operation norway telenor asa osl tel sweden teliasonera ab sto tlsn short term .
negative,based first quarter result existing order backlog new order prospect company expects fullyear sale contract 25 % 2008 gross margin stay healthy level operating profit margin lower 2008 due lower sale volume .
positive,key shareholder finnish service provider tietoenator oyj friday rejected hostile eur1 .08 billion $1.67 billion offer buyout shop nordic capital giving new life possible counter offer blackstone group lp norwegian telecom telenor asa .
neutral,answer question many visitor conversation get big team problem setting social medium channel .
neutral,biotie northamerican licensing partner somaxon pharmaceutical started phase iiiii clinical study patient suffering pathological gambling pilot phase ii study nicotine addiction smoking cessation .
neutral,24hour news try icis news www.icis.com click trial icis news
neutral,wore black beanietype cap black jacket .
neutral,product low salt fat content .
negative,finnair belief strike cause daily net loss excess eur 2mn due canceled reservation passenger rerouting .
negative,helsinki thomson financial share closed little changed cargotec huhtamaki dropping sharply disappointing secondquarter report .
negative,airline estimated cancellation flight due closure european airspace process recommencing traffic caused company loss eur20m including cost stranded passenger accommodation .
negative,ruukki group calculates lost eur 4mn failed project .
negative,samsung currently occupies third place lost ground quarter dropping 1.8 % 11.1 % share overall .
negative,baltimore police fire pension $1.5 billion lost $3.5 million madoff ponzi scheme .
negative,small firm suffering moment likely money trouble added .
negative,dealer said share largely hit investor disappointment refining margin 9.48 usd per barrel quarter performance shipping unit saw ebit drop 5 mln eur 20 mln eur year amid fall volume tanker rate .
negative,making matter difficult company said grappling higher oil gas price pushed cost energy raw material transportation .
neutral,one headboxes equipped modern consistency control system ensure cross machine profile plasterboard .
negative,result also burdened increased fixed cost associated operation china restructuring cost japan .
positive,part transaction mreal sappi also signed longterm agreement supply pulp bctmp smaller service supply .
negative,earlier today geberit finnish rival uponor oyj cut fullyear sale growth forecast 6 pct 10 pct blaming tough condition germany u well currency factor .
negative,operating loss totalled eur 0.9 mn profit eur 2.7 mn .
negative,group operating loss eur 0.8 mn profit eur 2.5 mn 2004 .
negative,finnish national carrier said net loss april june euro26 million net profit euro13 million year earlier .
negative,generated operating loss eur 96.3 mn profit eur 43.9 mn .
neutral,consolidated unaudited result amanda capital ifrs reporting standard .
neutral,unaudited consolidated result aspocomp group ifrs reporting standard .
neutral,elcoteq se europe largest contract electronics maker set unit bangalore association avista advisory mumbai .
neutral,however two previously ordered set start producing electricity end october 2010 said .
negative,net sale period expected fall well last year result nonrecurring item expected red .
negative,finland bank land report operating profit fell eur 6.1 mn second quarter 2008 eur 7.5 mn second quarter 2007 .
negative,budapest august 10 mti finnish electronics maker elcoteq lay 700 worker plant pecs hungary end september falling order communication director elcoteq local unit zoltan krippl told mti monday .
negative,earnings per share eps 2005 decreased eur0 .66 eur1 .15 2004 .
negative,finnair tallinnbased subsidiary aero carried 23335 passenger decline 60.8 % route helsinki baltic capital within southern finland .
negative,adpnews aug 3 2009 finnish medium group ilkkayhtyma oyj hel ilk2s said today net profit fell 45 % year eur 5.9 million usd 8.4 first half 2009 .
negative,operating profit 2009 lower outlook published earlier .
negative,operating profit continuing operation fell eur 48.3 mn eur 72.4 mn first half 2007 .
negative,revenue quarter totaled 27.4 billion 2 percent 28.1 billion fourth quarter 2008 .
negative,sampo bank market share lending 13.6 % 14.4 % first quarter 2008 .
negative,sanoma news advertising sale decreased 22 % year .
negative,finnish bank land report operating profit fell eur 4.9 mn third quarter 2007 eur 5.6 mn third quarter 2006 .
negative,finnish bank land report operating profit eur 2.2 mn first quarter 2010 eur 6.3 mn corresponding period 2009 .
negative,finnish electronics contract manufacturer scanfil report net sale eur 241.2 mn 2006 eur 321.6 mn 2005 .
negative,finnish electronics contract manufacturer scanfil report net sale eur 58.9 mn second quarter 2007 eur 62.4 mn year earlier .
negative,finnish exel composite technology company design manufacture market composite profile tube various industrial application report net sale decreased 0.6 % second quarter 2010 eur 19.2 mn eur 19.3 mn corresponding period 2009 .
negative,finnish geosentric net sale decreased eur 939000 januarymarch 2009 .
negative,finnish kemira net sale eur decreased eur 1259.6 mn januaryjune 2009 eur 1425.1 mn januaryjune 2008 .
negative,finnish plumbing heating system supplier uponor net sale continuing operation decreased 9.4 % 2008 eur 949.2 mn eur 1047.4 mn 2007 .
negative,finnish plumbing heating system supplier uponor net sale continuing business operation decreased eur 249.1 mn julyseptember 2008 compared eur 262.1 mn third quarter 2007 .
negative,finnish scanfil contract manufacturer system supplier communication industrial electronics report net sale eur 108.7 mn first half 2008 eur 111.1 mn year earlier .
negative,finnish scanfil system supplier contract manufacturer communication sector electronics industry report net sale totalled eur 94.7 mn first half 2010 eur 99.5 mn first half 2009 .
negative,finnish shipping company finnlines grimaldi group report net sale decreased eur 241.8 mn januaryjune 2009 eur 384.0 mn corresponding period 2008 .
negative,cargo traffic fell 1 % yearonyear 8561 tonne september 2009 .
negative,cash flow investment amounted eur45m eur46m .
negative,cocacola market leader manufacturer market share 36.9 % 2.2 % corresponding period 20042005 .
negative,comparable operating profit decreased eur 13.8 mn eur 17.1 mn corresponding period 2005 .
negative,consolidated operating profit continuing operation decreased 62.3 % eur 51.2 mn eur 135.7 mn 2007 .
negative,consolidated pretax profit decreased 69.2 % eur 41.0 mn eur 133.1 mn 2007 .
negative,device volume area decreased 21 % 2.7 mn unit .
negative,diluted earnings per share eps declined eur 0.78 eur 1.76 .
negative,eur5 .9 h1 09 3 august 2009 finnish medium group ilkkayhtyma oyj hel ilk2s said today net profit fell 45 % year eur5 .9 first half 2009 .
negative,earnings per share eps amounted eur1 .37 eur2 .30 .
negative,earnings per share eps 2005 decreased eur1 .87 eur1 .89 2003 .
negative,earnings per share eps first half 2007 amounted eur0 .29 eur0 .40 year ago .
negative,finnair total traffic decreased 8.7 % term revenue passenger kilometre .
negative,finnish business software group affectogenimap oyj said net profit halved 1.2 mln euro $1.5 mln first nine month 2006 2.2 mln euro $2.8 mln period 2005 .
negative,finnish financial software solution developer basware oyj said net profit fell 884000 euro $1.2 mln first quarter 2007 2.0 mln euro $2.7 mln year earlier .
negative,finnish glass technology company glaston oyj abp net profit decreased 2.6 mln euro $3.8 mln first nine month 2007 7.8 mln euro $11.4 mln period 2006 .
negative,finnish management software solution provider ixonos oyj net profit decreased 369000 euro $575000 first quarter 2008 669000 euro $1.0 mln period 2007 .
negative,finnish medium company talentum oyj net profit decreased 2.5 mln euro $4.0 mln first quarter 2008 3.0 mln euro $4.7 mln period 2007 .
negative,finnish metal product company componenta oyj net profit went slightly 25.1 mln euro $40.2 mln first half 2008 25.4 mln euro $40.7 mln period 2007 .
negative,separate announcement helsinki stock exchange atrium revealed company third quarter profit declined eur13 .9 third quarter last year eur12 .7 year q3 .
negative,fourth quarter 2008 net sale decreased eur 121.4 mn eur 165.5 mn fourth quarter 2007 .
negative,insurer axa par c slid 5.35 % eur 14.15 citigroup ing slashed target stock .
negative,adp news feb 11 2009 finnish wood product technology supplier raute oyj hel rutav said today net profit decreased eur 4.7 million usd 6.1 2008 eur 6.6 million 2007 .
negative,adp news feb 12 2009 finnish construction company lemminkainen oyj hel lem1s said today net profit decreased eur 63.5 million usd 81.1 2008 eur 80.6 million 2007 .
negative,adp news feb 4 2009 finnish broadband data communication system solution company teleste oyj hel tlt1v said today net profit decreased eur 5.5 million usd 7.2 2008 eur 9.4 million 200
negative,adp news jan 22 2009 finnish mobile phone maker nokia oyj omx nok1v said today operating profit decreased eur 5 billion usd 6.5 bn 2008 eur 8 billion 2007 .
negative,adpnews may 4 2010 finnish cutlery hand tool maker fiskars oyj abp hel fisa said today net profit declined eur 12.9 million usd 17m first quarter 2010 eur 17 million correspond
negative,market share decreased route helsinki finland tallinn estonia 0.1 percentage point 24.8 % .
negative,net profit fell almost half 5.5 million 9.4 million end 2007 .
negative,net profit three month march 31 fell x20ac 103 million u $165 million x20ac 131 million year earlier finnish company said .
negative,net sale decreased eur 220.5 mn eur 470.0 mn corresponding period 2009 .
negative,net sale decreased eur 91.6 mn eur 109mn corresponding period 2005 .
negative,net sale fell 33 % third quarter 2008 eur 130.5 mn .
negative,net sale fell 5 % previous accounting period .
